Record_ID,Date,Exporter_ID,State,Industry,MSME_Udyam,Manufacturing_Capacity_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_Terms,Prompt_Response_Score,Hiring_Signal,LinkedIn_Activity,SalesNav_ProfileViews,SalesNav_JobChange,Intent_Score,Shipment_Value_USD,Quantity_Tons,Tariff_Impact,StockMarket_Impact,War_Risk,Natural_Calamity_Risk,Currency_Shift,Converted,Impact_Score
139,2023-10-08,EXP_8881,Telangana,Chemicals,1.0,,47154496,1849,ISO14001,1,0.99,1,13670,5888,1,0.49,443293.0,4945.0,-0.09,-0.03,1,0,0.66,0,0.66
140,2024-04-26,EXP_1639,Karnataka,Textiles,0.0,,15708288,778,,0,0.61,1,1479,14105,0,0.81,443293.0,3749.0,-0.45,0.74,0,0,-0.35,1,-0.35
141,2021-06-07,EXP_5626,Punjab,Electronics,,,38972411,209,,1,0.95,0,6080,5814,1,0.14,443293.0,4477.0,-0.7,-0.66,1,0,0.24,0,0.24
142,2024-12-04,EXP_8280,Tamil Nadu,Solar,1.0,1296.0,24888296,106,,1,0.4,0,7574,11217,1,0.75,443293.0,3985.0,0.1,0.05,1,0,0.13,0,0.13
143,2023-09-09,EXP_4511,Karnataka,Pharmaceuticals,0.0,7909.0,25245861,994,FDA,1,0.55,0,17510,6332,0,0.99,524555.0,981.0,-0.42,0.29,0,0,0.4,1,0.4
144,2021-05-09,EXP_1898,Delhi,Auto Parts,0.0,125.0,59562539,230,,0,0.92,0,3085,14706,1,0.94,443293.0,1638.0,-0.84,0.22,0,0,-0.96,0,-0.96
145,2021-01-02,EXP_8778,Telangana,IT Software,1.0,,46501681,1889,ISO27001,0,0.11,0,8445,5481,1,0.3,443293.0,4900.0,0.58,-0.64,0,1,0.66,0,0.66
146,2024-04-10,EXP_2417,Delhi,Auto Parts,0.0,,50520992,899,ISO9001,1,0.45,0,16296,2491,1,0.0,332498.0,4311.0,-0.7,-0.88,0,1,-0.75,0,-0.75
147,2021-06-30,EXP_8185,Haryana,Machinery,1.0,5353.0,78718211,429,,1,0.86,0,16321,11141,1,0.95,443293.0,3654.0,0.46,-0.5,0,1,-0.35,0,-0.35
148,2021-09-12,EXP_4547,Telangana,Solar,0.0,3270.0,66486319,769,,0,0.97,1,20223,9237,1,0.77,443293.0,3197.0,-0.39,0.52,0,0,0.77,0,0.77
149,2022-07-21,EXP_9645,Tamil Nadu,Auto Parts,0.0,,40516483,241,,1,0.9,1,11848,9830,0,0.57,443293.0,3436.0,0.72,-0.29,1,0,0.25,0,0.25
150,2024-08-28,EXP_6500,Gujarat,Machinery,0.0,651.0,54657654,911,ISO9001,0,0.44,0,20994,8276,0,0.0,443293.0,4758.0,-0.45,-0.95,1,0,0.94,0,0.94
151,2023-03-20,EXP_4527,Tamil Nadu,Auto Parts,,,35756348,991,ISO9001,1,0.83,0,18745,14284,1,0.07,443293.0,3429.0,0.73,-0.34,0,0,0.22,0,0.22
152,2023-08-31,EXP_4326,Punjab,Engineering,1.0,8088.0,13217205,1998,ISO9001,1,0.28,0,9035,756,0,0.77,443293.0,3388.0,-0.36,0.0,1,1,0.29,0,0.29
153,2023-07-08,EXP_5639,Haryana,Electronics,0.0,5682.0,25987617,387,,1,0.43,1,17168,13112,0,0.5,443293.0,1525.0,0.62,-0.23,0,0,-0.09,0,-0.09
154,2021-04-15,EXP_5147,Gujarat,Electronics,0.0,,70885544,730,ISO9001,1,0.4,1,9666,4585,1,0.22,154873.0,1080.0,0.94,0.28,1,1,0.97,0,0.97
155,2022-08-12,EXP_1476,Karnataka,Machinery,0.0,3264.0,44096799,1595,ISO9001,1,0.66,1,23290,140,1,0.66,443293.0,574.0,0.28,-0.38,0,1,0.62,0,0.62
156,2021-06-13,EXP_8914,Delhi,Electronics,,,40870269,391,ISO9001,0,0.69,1,7190,8655,0,0.53,443293.0,83.0,-0.26,0.12,1,1,0.15,0,0.15
157,2023-05-13,EXP_1462,Telangana,Medical Devices,1.0,113.0,27252837,742,ISO9001,1,0.17,0,13534,7209,0,0.7,443293.0,3266.0,-0.23,-0.01,0,0,0.19,0,0.19
158,2021-02-01,EXP_6743,Delhi,Pharmaceuticals,1.0,8180.0,26390869,726,,0,0.73,1,20470,1288,0,0.95,443293.0,3827.0,0.17,0.31,0,1,-0.61,0,-0.61
159,2021-02-22,EXP_7828,Delhi,Electronics,,,52696562,808,,1,0.34,0,24503,3997,0,0.37,443293.0,390.0,0.04,-0.29,1,0,0.43,0,0.43
160,2021-11-14,EXP_1268,Gujarat,Electronics,1.0,6867.0,49239388,917,ISO9001,1,0.24,1,14181,7028,1,0.52,514741.0,394.0,-0.22,-0.7,0,0,-0.43,0,-0.43
161,2022-02-23,EXP_5106,Telangana,Solar,0.0,,6027592,756,,0,0.64,1,1020,14731,1,0.26,443293.0,165.0,0.11,-0.24,0,0,0.18,0,0.18
162,2024-12-18,EXP_1989,Punjab,IT Software,1.0,,530944,314,,1,0.05,0,3639,12956,0,0.4,443293.0,3830.0,-0.79,-0.89,0,0,0.85,1,0.85
163,2025-01-02,EXP_6905,Haryana,Pharmaceuticals,0.0,,70787045,201,,1,0.23,0,20495,12370,1,0.97,464881.0,4377.0,0.88,0.17,1,0,0.96,0,0.96
164,2023-02-01,EXP_4195,Rajasthan,Electronics,0.0,2827.0,24802064,279,ISO9001,1,0.38,0,7470,3972,1,0.57,633998.0,1156.0,-0.76,0.28,1,0,0.34,0,0.34
165,2023-04-03,EXP_2891,Delhi,Medical Devices,,,73058285,862,,1,0.37,0,2373,3600,1,0.1,443293.0,2298.0,-0.02,-0.47,1,0,-0.29,0,-0.29
166,2024-02-10,EXP_9810,Haryana,Chemicals,,,62687516,1304,ISO14001,1,0.84,0,22204,7295,1,0.13,443293.0,2820.0,-0.42,0.83,1,1,-0.48,0,-0.48
167,2021-03-21,EXP_9629,Delhi,Machinery,0.0,,30502819,1476,,1,0.87,1,16374,3271,0,0.64,205201.0,1427.0,-0.21,-0.62,0,0,-0.81,0,-0.81
168,2023-09-24,EXP_4342,Tamil Nadu,IT Software,0.0,846.0,14157451,1625,GDPR,0,0.9,1,7862,1387,1,0.14,443293.0,4379.0,-0.09,0.68,1,0,-0.98,0,-0.98
169,2022-01-13,EXP_5965,Rajasthan,Solar,,1208.0,17961370,253,IEC,1,0.01,0,8316,5107,0,0.33,443293.0,1051.0,0.58,-0.2,1,0,0.0,0,0.0
170,2024-11-08,EXP_4254,Rajasthan,Electronics,1.0,3920.0,26167667,1238,,1,0.39,0,15291,7205,0,0.42,443293.0,3329.0,-0.18,0.44,1,0,0.59,0,0.59
171,2024-07-11,EXP_4642,Delhi,IT Software,0.0,6302.0,25436285,1561,,0,0.87,0,416,839,0,0.65,127652.0,4453.0,0.93,-0.23,1,1,0.7,0,0.7
172,2023-12-27,EXP_9886,Karnataka,Textiles,0.0,4617.0,66487146,744,ISO9001,1,0.42,1,5097,5206,1,0.97,443293.0,2950.0,-0.73,-0.12,1,0,0.6,0,0.6
173,2023-10-13,EXP_9656,Gujarat,Auto Parts,0.0,,54460778,892,ISO9001,1,0.22,0,6641,2326,1,0.34,443293.0,2889.0,0.81,0.9,1,0,-0.35,1,-0.35
174,2022-09-29,EXP_8104,Haryana,Medical Devices,,,61658433,1454,ISO9001,0,0.04,0,14494,12445,1,0.3,443293.0,650.0,-0.38,-0.2,0,1,0.5,0,0.5
175,2024-08-01,EXP_1828,Haryana,Machinery,1.0,,52634313,1095,ISO9001,0,0.34,0,4049,7106,1,0.39,471417.0,4817.0,0.26,-0.3,1,1,0.24,0,0.24
176,2024-11-25,EXP_1204,Maharashtra,Chemicals,1.0,7092.0,72083022,564,REACH,1,0.82,0,16246,14059,1,0.74,443293.0,275.0,-0.22,0.58,0,0,-0.67,0,-0.67
177,2023-05-26,EXP_8051,Maharashtra,Chemicals,,3913.0,24615795,1314,RoHS,0,0.68,1,17043,5984,0,0.07,473640.0,4241.0,-0.85,0.99,1,0,0.02,0,0.02
178,2023-02-10,EXP_8842,Delhi,Medical Devices,,6187.0,49496356,1686,,1,0.25,0,18118,5451,0,0.16,443293.0,1440.0,0.35,-0.31,0,1,0.88,0,0.88
179,2023-05-29,EXP_9507,Telangana,Pharmaceuticals,1.0,5794.0,54049487,327,WHO-GMP,0,0.84,1,3624,6553,1,0.34,480689.0,54.99000000000001,0.82,-0.93,0,0,-0.58,0,-0.58
180,2023-03-12,EXP_7068,Rajasthan,Chemicals,,2354.0,47276418,1457,ISO14001,1,0.52,0,1907,3426,1,0.52,443293.0,4643.0,-0.36,0.57,0,0,-0.18,0,-0.18
181,2023-01-27,EXP_9004,Karnataka,Pharmaceuticals,,,16799585,619,,0,0.68,0,15506,1484,1,0.93,443293.0,2315.0,0.95,0.7,1,1,0.0,1,0.0
182,2022-07-18,EXP_9817,Telangana,Engineering,0.0,,53498238,432,ISO14001,0,0.67,0,3287,10972,0,0.04,443293.0,2161.0,-0.12,-0.13,1,0,0.8,0,0.8
183,2024-07-19,EXP_5439,Rajasthan,Medical Devices,0.0,,28730279,312,,1,0.84,0,14090,2512,0,0.03,443293.0,1495.0,-0.38,-0.7,1,0,0.98,0,0.98
184,2021-03-27,EXP_9038,Haryana,Engineering,1.0,4521.0,38263276,821,CE,0,0.09,0,19153,9464,1,0.88,711468.0,4951.0,0.7,-0.71,1,0,-0.93,0,-0.93
185,2023-02-01,EXP_6695,Punjab,IT Software,1.0,3388.0,22870015,1446,SOC2,1,0.88,0,21096,3483,0,0.72,391673.0,2794.0,-0.5,-0.22,0,1,0.75,1,0.75
186,2022-11-30,EXP_4663,Gujarat,Engineering,1.0,782.0,43682866,1058,CE,1,0.78,0,15821,14761,0,0.15,443293.0,1875.0,0.0,0.52,1,1,-0.19,0,-0.19
187,2021-10-01,EXP_6047,Haryana,Electronics,,2198.0,41277413,1036,ISO9001,0,0.65,0,24395,6181,0,0.24,698227.0,1403.0,0.04,-0.93,0,0,0.62,0,0.62
188,2022-05-13,EXP_3372,Maharashtra,Medical Devices,0.0,,62949750,700,ISO9001,1,0.35,0,12954,1354,0,0.4,443293.0,367.0,0.34,-0.75,1,1,-0.95,0,-0.95
189,2023-02-01,EXP_7280,Maharashtra,Medical Devices,0.0,,74447125,659,ISO9001,1,0.27,0,12259,9234,0,0.76,536098.0,203.0,-0.32,-0.19,1,1,-0.52,0,-0.52
190,2022-03-20,EXP_5295,Haryana,IT Software,1.0,5664.0,54914860,1794,ISO27001,1,0.01,0,4159,6914,1,0.41,498625.0,4702.0,0.58,-0.21,0,1,0.26,0,0.26
191,2024-01-22,EXP_5809,Maharashtra,Electronics,1.0,4157.0,48943252,1396,,1,0.84,0,11680,7324,1,0.08,443293.0,3190.0,-0.1,-0.5,1,0,-0.39,0,-0.39
192,2021-01-17,EXP_5029,Haryana,Electronics,0.0,1696.0,26750923,1382,,1,0.72,0,18861,8980,1,0.87,443293.0,4141.0,-0.01,-0.96,0,1,0.57,0,0.57
193,2023-06-27,EXP_6304,Maharashtra,Chemicals,0.0,7357.0,21182898,1214,REACH,1,0.2,0,876,12820,0,0.29,443293.0,1145.0,-0.75,-0.06,0,0,0.02,0,0.02
194,2022-08-26,EXP_6891,Tamil Nadu,Auto Parts,1.0,,55517188,41,ISO9001,0,0.49,1,4504,951,1,0.09,704545.0,4663.0,-0.8,-0.9,1,1,-0.25,0,-0.25
195,2021-02-09,EXP_4936,Rajasthan,Pharmaceuticals,,497.0,546964,234,WHO-GMP,1,0.75,0,22476,11884,0,0.64,510099.0,3270.0,-0.64,0.4,0,0,-0.54,0,-0.54
196,2022-07-22,EXP_7442,Tamil Nadu,Auto Parts,1.0,,42240700,740,ISO9001,0,0.46,0,22177,84,1,0.42,443293.0,1709.0,0.63,0.68,0,1,-0.25,0,-0.25
197,2024-03-28,EXP_4977,Haryana,Solar,,,35496375,1906,IEC,0,0.64,0,6102,1675,0,0.82,99162.0,2741.0,0.67,0.2,1,0,-0.71,0,-0.71
198,2024-08-03,EXP_2693,Delhi,Machinery,0.0,,39644098,409,ISO9001,0,0.75,0,5264,2603,0,0.86,33425.55,1189.0,0.3,-0.44,1,0,-0.47,0,-0.47
199,2024-10-26,EXP_9403,Karnataka,Medical Devices,0.0,,6482563,912,,1,0.35,0,16813,6762,0,0.77,443293.0,86.0,-0.89,0.86,0,1,-0.96,0,-0.96
200,2021-09-20,EXP_4593,Telangana,Medical Devices,0.0,6047.0,16810008,326,,0,0.84,1,16166,12994,0,0.58,635793.0,702.0,0.18,-0.92,0,0,-0.77,0,-0.77
201,2021-03-20,EXP_8838,Karnataka,IT Software,0.0,,76109844,1771,ISO27001,1,0.69,0,24784,10787,1,0.49,443293.0,3948.0,0.37,0.04,0,1,0.64,0,0.64
202,2023-11-23,EXP_2303,Rajasthan,Machinery,,,53145394,415,,1,0.72,0,16822,13728,1,0.15,443293.0,1965.0,-0.63,0.25,0,1,0.08,0,0.08
203,2021-03-04,EXP_1394,Maharashtra,IT Software,0.0,3308.0,26167479,812,ISO27001,1,0.42,0,16188,7666,1,0.85,443293.0,1832.0,0.17,0.68,0,0,0.49,1,0.49
204,2022-12-18,EXP_3328,Maharashtra,Engineering,1.0,,38623103,1885,ISO14001,0,0.06,1,13901,6682,0,0.54,443293.0,2689.0,-0.03,-0.32,1,1,0.27,0,0.27
205,2021-11-23,EXP_7848,Gujarat,Chemicals,,1818.0,3931493,1527,REACH,0,0.12,0,10589,11645,0,0.1,511889.0,2327.0,-0.52,0.79,1,1,-0.2,0,-0.2
206,2021-05-12,EXP_3855,Maharashtra,Pharmaceuticals,1.0,4232.0,23014282,407,FDA,1,0.2,0,22133,430,1,0.47,395398.0,1867.0,0.99,0.65,1,1,0.79,0,0.79
207,2024-08-08,EXP_3760,Tamil Nadu,Pharmaceuticals,,3854.0,31078644,782,FDA,0,0.31,1,287,12045,0,0.01,443293.0,4252.0,-0.58,-0.6,1,1,0.88,0,0.88
208,2022-10-26,EXP_8593,Telangana,Pharmaceuticals,,2640.0,22352479,1734,EU-GMP,0,0.22,1,16284,10408,1,0.97,443293.0,3814.0,0.9,-0.57,0,1,0.51,0,0.51
209,2021-12-21,EXP_4858,Gujarat,Electronics,,2300.0,8047127,671,ISO9001,1,0.65,0,23550,13613,0,0.71,443293.0,3824.0,0.9,0.86,0,1,0.75,0,0.75
210,2021-11-01,EXP_6044,Haryana,Medical Devices,,3050.0,9677457,1450,,0,0.68,0,19913,8848,0,0.56,443293.0,3255.0,0.22,0.78,1,0,0.3,0,0.3
211,2021-05-20,EXP_4079,Tamil Nadu,Pharmaceuticals,0.0,,5286928,1959,,0,0.8,1,17649,1623,1,0.03,203799.0,4012.0,0.04,-0.92,1,0,-0.73,1,-0.73
212,2023-12-03,EXP_4380,Tamil Nadu,Auto Parts,1.0,3245.0,75172991,1728,ISO9001,1,0.05,1,8687,13416,1,0.32,443293.0,2449.0,0.42,-0.67,1,1,-0.56,0,-0.56
213,2025-01-23,EXP_7683,Karnataka,Pharmaceuticals,0.0,,50350502,1843,,1,0.32,1,7499,4982,0,0.49,143503.0,4952.0,-0.57,0.83,1,0,-0.61,0,-0.61
214,2024-12-16,EXP_4639,Telangana,Auto Parts,1.0,3979.0,53151603,562,,0,0.11,0,4019,4729,1,0.57,402647.0,1245.0,-0.7,-0.39,1,0,-0.01,0,-0.01
215,2021-07-01,EXP_9733,Punjab,Engineering,0.0,3730.0,25150669,1142,,1,0.04,1,11650,2016,0,0.15,443293.0,975.0,0.13,-0.66,0,1,0.49,0,0.49
216,2022-10-15,EXP_2345,Haryana,Machinery,1.0,5239.0,9839107,235,ISO9001,1,0.51,1,23213,1267,1,0.44,453954.0,4926.0,0.95,0.05,0,0,0.7,0,0.7
217,2022-02-18,EXP_8615,Tamil Nadu,Electronics,,,56771625,652,ISO9001,0,0.56,1,12980,133,1,0.4,443293.0,1413.0,0.47,-0.8,0,0,0.74,0,0.74
218,2022-07-29,EXP_3088,Maharashtra,Pharmaceuticals,,,28274957,513,,1,0.39,1,18171,3118,0,0.26,861358.0,4773.0,-0.67,-0.89,1,1,-0.36,0,-0.36
219,2024-01-02,EXP_9000,Karnataka,Medical Devices,,1042.0,41485742,1825,,0,0.38,1,5877,8740,1,0.66,421725.0,4534.0,-0.81,0.94,0,1,-0.32,0,-0.32
220,2024-10-01,EXP_6742,Punjab,Pharmaceuticals,0.0,1986.0,33280478,1091,WHO-GMP,1,0.63,1,13327,12014,1,0.17,443293.0,4518.0,-0.87,0.98,1,0,-0.35,0,-0.35
221,2021-12-26,EXP_5428,Karnataka,Pharmaceuticals,0.0,700.0,8394538,711,EU-GMP,1,0.92,0,19048,13200,1,0.99,66235.0,2322.0,0.31,0.92,0,1,-0.98,0,-0.98
222,2022-12-08,EXP_9837,Tamil Nadu,IT Software,0.0,,22934984,469,,0,0.19,0,17203,3210,0,0.38,443293.0,3096.0,0.52,-0.5,0,1,-0.81,0,-0.81
223,2024-09-02,EXP_7067,Tamil Nadu,Textiles,,1924.0,20509297,1929,ISO9001,0,0.76,0,12352,12392,0,0.69,443293.0,1561.0,0.42,-0.88,1,1,0.65,0,0.65
224,2022-01-05,EXP_7683,Rajasthan,Electronics,0.0,,54511519,1929,ISO9001,1,0.94,0,17732,5986,1,0.48,868623.0700000001,733.0,-0.09,0.62,1,1,-0.12,0,-0.12
225,2023-12-07,EXP_7029,Maharashtra,Textiles,,7040.0,5161195,1205,,1,0.45,1,1756,878,1,0.17,443293.0,459.0,-0.06,0.34,1,1,0.1,0,0.1
226,2024-03-24,EXP_4066,Telangana,Auto Parts,0.0,,28838577,1650,ISO9001,1,0.87,0,17892,12957,1,0.47,443293.0,4649.0,-0.04,-0.51,1,0,0.17,0,0.17
227,2022-04-18,EXP_9202,Haryana,Textiles,,,62406029,1668,ISO9001,0,0.62,1,20265,8405,1,0.02,868623.0700000001,1220.0,0.77,-0.86,1,1,-0.25,0,-0.25
228,2021-03-01,EXP_3249,Karnataka,Textiles,1.0,3374.0,29569382,1964,,0,0.91,0,1290,6284,1,0.34,443293.0,3046.0,-0.42,-0.78,0,1,0.14,0,0.14
229,2023-02-07,EXP_7739,Rajasthan,Pharmaceuticals,1.0,1127.0,76752304,1922,EU-GMP,0,0.54,0,22857,13795,0,0.37,443293.0,1409.0,0.17,0.76,0,0,0.7,1,0.7
230,2024-09-10,EXP_9890,Maharashtra,Machinery,1.0,1570.0,29454284,623,,0,0.23,0,4620,7447,1,0.32,33425.55,170.0,0.59,-0.31,0,1,0.89,0,0.89
231,2024-05-16,EXP_7733,Karnataka,Medical Devices,1.0,,76479559,1908,,1,0.82,1,9659,7259,0,0.59,443293.0,406.0,0.27,-0.31,0,1,-0.92,0,-0.92
232,2022-04-27,EXP_3688,Delhi,IT Software,,1378.0,20163267,1312,SOC2,1,0.47,1,3614,14770,0,0.53,443293.0,2532.0,-0.19,-0.36,0,1,0.51,0,0.51
233,2023-07-09,EXP_8768,Punjab,IT Software,,,44125445,491,,0,0.95,0,15260,14168,1,0.08,443293.0,4923.0,0.11,-0.96,0,0,0.3,1,0.3
234,2024-01-09,EXP_2564,Gujarat,Machinery,0.0,,76584050,566,,1,0.35,1,12885,4669,1,0.03,443293.0,1627.0,0.27,0.86,0,1,-0.07,1,-0.07
235,2024-03-12,EXP_8720,Karnataka,IT Software,0.0,,77914363,1006,,0,0.56,0,8120,8836,0,0.65,443293.0,4485.0,-0.8,0.75,0,0,0.28,0,0.28
236,2024-11-23,EXP_6461,Delhi,IT Software,1.0,5053.0,2548828,660,,0,0.94,0,5956,3702,1,0.9,723742.0,3486.0,-0.8,-0.55,0,1,0.05,1,0.05
237,2021-06-24,EXP_7032,Gujarat,Textiles,0.0,,22463539,417,,0,0.95,0,21583,8296,0,0.36,443293.0,307.0,0.41,0.21,0,0,0.98,0,0.98
238,2022-05-08,EXP_3579,Delhi,Machinery,0.0,7952.0,32897483,1864,,0,0.44,0,21900,10207,0,0.87,443293.0,2178.0,0.27,0.02,0,0,0.41,1,0.41
239,2022-12-28,EXP_3690,Maharashtra,IT Software,1.0,1578.0,23860766,121,SOC2,1,0.32,0,19778,12476,1,0.8,443293.0,735.0,0.53,-0.31,1,0,-0.45,0,-0.45
240,2022-08-28,EXP_2554,Rajasthan,Electronics,,3509.0,52649734,518,,1,0.1,1,1428,1499,1,0.26,443293.0,781.0,-0.11,0.8,1,1,0.93,0,0.93
241,2021-03-01,EXP_3854,Tamil Nadu,Chemicals,0.0,4424.0,30166095,1767,ISO14001,0,0.12,1,18629,1806,0,0.06,443293.0,3319.0,0.16,0.26,1,0,-0.58,1,-0.58
242,2023-07-12,EXP_3419,Telangana,Electronics,,6478.0,37410657,1340,,1,0.28,0,2557,9284,1,0.54,443293.0,1081.0,0.52,-0.23,0,1,-0.9,0,-0.9
243,2024-09-05,EXP_1002,Tamil Nadu,Pharmaceuticals,,,42198202,1568,WHO-GMP,1,0.94,0,8563,3604,1,0.86,620561.0,1116.0,0.09,-0.97,0,1,-0.48,1,-0.48
244,2024-02-03,EXP_8891,Maharashtra,Solar,,,72415677,132,IEC,0,0.22,1,12539,6835,0,0.41,443293.0,3251.0,-0.09,0.97,0,1,0.21,0,0.21
245,2023-06-13,EXP_4805,Delhi,Textiles,0.0,,49703367,863,ISO9001,0,0.24,0,24611,6633,0,0.86,700189.0,4834.0,0.38,0.31,1,0,-0.48,0,-0.48
246,2021-06-24,EXP_5782,Tamil Nadu,Electronics,1.0,,40346273,1101,,0,0.18,1,2146,10039,1,0.75,443293.0,1739.0,0.93,0.17,1,1,0.22,0,0.22
247,2024-03-02,EXP_7164,Karnataka,IT Software,0.0,,68179087,702,ISO27001,0,0.53,0,23834,9427,0,0.26,160209.0,4905.0,-0.13,-0.43,0,0,-0.27,0,-0.27
248,2021-10-18,EXP_8744,Gujarat,Solar,1.0,8259.0,23542691,1888,IEC,1,0.98,1,15952,9766,0,0.1,443293.0,933.0,0.44,0.9,1,1,-0.56,0,-0.56
249,2021-10-22,EXP_5106,Gujarat,Pharmaceuticals,0.0,,58846968,1927,EU-GMP,0,0.77,1,20312,4611,0,0.9,443293.0,871.0,0.23,-0.77,1,0,0.07,0,0.07
250,2021-08-16,EXP_2338,Tamil Nadu,IT Software,,,10627186,882,SOC2,0,0.01,1,4667,1502,1,0.03,443293.0,1064.0,0.36,0.9,1,1,-0.79,0,-0.79
251,2021-08-03,EXP_5700,Maharashtra,Engineering,0.0,,16741921,1692,ISO14001,0,0.12,0,13035,7978,1,0.67,98710.0,4724.0,0.82,0.27,0,0,0.23,1,0.23
252,2024-07-29,EXP_4522,Karnataka,Solar,,8719.0,38202729,1175,UL,1,0.51,1,15854,8432,1,0.33,443293.0,2932.0,0.27,0.96,0,0,0.0,0,0.0
253,2022-05-25,EXP_6051,Haryana,Pharmaceuticals,,1129.0,3931659,1958,EU-GMP,1,0.76,1,13121,14343,0,0.57,443293.0,1658.0,-0.01,-0.77,1,0,-0.01,0,-0.01
254,2024-03-26,EXP_1001,Punjab,IT Software,,,33293678,387,GDPR,0,0.61,1,17706,2565,0,0.69,443293.0,156.0,-0.69,0.02,1,0,0.6,0,0.6
255,2022-11-17,EXP_8205,Haryana,IT Software,0.0,,25118891,767,ISO27001,0,0.6,0,18505,14154,0,0.29,443293.0,3428.0,0.46,0.17,0,0,0.83,0,0.83
256,2023-05-11,EXP_8837,Tamil Nadu,Textiles,,1353.0,7378231,1348,,1,0.78,0,14504,960,0,0.69,443293.0,3942.0,0.91,-0.04,1,1,-0.39,0,-0.39
257,2022-11-14,EXP_7980,Rajasthan,Pharmaceuticals,0.0,,16069315,1433,FDA,1,0.39,0,20566,602,1,0.07,443293.0,1821.0,-0.98,-0.83,0,0,0.57,0,0.57
258,2024-10-19,EXP_7030,Punjab,Auto Parts,1.0,587.0,32479205,1817,ISO9001,0,0.65,1,1839,14777,0,0.08,584975.0,2534.0,0.74,-0.93,1,1,-0.3,0,-0.3
259,2023-02-24,EXP_7216,Maharashtra,Chemicals,1.0,,40395318,460,ISO14001,1,0.06,1,18422,5035,1,0.18,443293.0,4911.0,0.82,-0.13,1,0,0.27,0,0.27
260,2022-05-04,EXP_4379,Punjab,Medical Devices,0.0,5026.0,6205580,1603,ISO9001,1,0.36,1,4605,14939,1,0.14,660404.0,755.0,0.5,0.73,1,1,-0.44,0,-0.44
261,2024-04-27,EXP_5301,Tamil Nadu,Textiles,0.0,8498.0,9617712,1946,ISO9001,1,0.68,0,13643,12216,0,0.44,443293.0,2283.0,-0.24,0.05,1,1,0.66,1,0.66
262,2022-04-29,EXP_5653,Rajasthan,Electronics,1.0,,590510,341,,1,0.39,1,24771,11870,1,0.88,816534.0,4785.0,-0.96,0.13,1,1,-0.51,1,-0.51
263,2021-10-12,EXP_3545,Haryana,Medical Devices,0.0,7770.0,61614930,1459,ISO9001,0,0.5,1,19005,1212,0,0.24,443293.0,4748.0,0.32,-0.12,0,0,0.03,0,0.03
264,2023-03-15,EXP_3836,Telangana,IT Software,0.0,8482.0,65854984,1979,ISO27001,1,0.89,0,1788,9964,0,0.38,443293.0,478.0,0.39,-0.01,1,0,-0.62,0,-0.62
265,2021-02-13,EXP_6213,Delhi,Textiles,,,76706007,1349,,0,0.92,0,11769,9700,0,0.51,443293.0,4892.0,-0.76,0.42,1,0,-0.55,0,-0.55
266,2022-11-07,EXP_3811,Delhi,Textiles,1.0,8348.0,32230107,143,ISO9001,0,0.71,0,8582,11726,1,0.73,443293.0,1977.0,-0.22,-0.45,0,1,-0.2,1,-0.2
267,2023-05-09,EXP_1527,Karnataka,Auto Parts,1.0,7638.0,53801454,524,ISO9001,1,0.46,1,15121,2582,1,0.08,443293.0,4657.0,-0.46,0.41,0,1,-0.32,0,-0.32
268,2024-06-08,EXP_8624,Maharashtra,Solar,1.0,,74757757,1234,IEC,1,0.61,0,7570,1776,0,0.48,443293.0,4797.0,-0.44,0.62,0,1,0.76,0,0.76
269,2022-05-13,EXP_1751,Maharashtra,Auto Parts,1.0,3998.0,15251626,1328,,0,0.18,0,24601,878,0,0.23,443293.0,115.0,-0.67,0.55,1,0,-0.13,0,-0.13
270,2024-06-16,EXP_5924,Delhi,Machinery,0.0,440.0,45107818,396,ISO9001,1,0.31,0,20040,5717,0,0.33,443293.0,2569.0,0.15,-0.19,1,0,-0.35,0,-0.35
271,2023-01-07,EXP_7873,Telangana,Auto Parts,1.0,,51425031,1463,,1,0.43,0,18481,5666,1,0.14,809125.0,4642.0,-0.63,0.36,0,0,-0.85,0,-0.85
272,2021-11-13,EXP_4392,Delhi,Electronics,0.0,,73534857,645,,0,0.47,0,16881,5612,1,0.86,811910.0,4558.0,-0.83,-0.14,1,1,-0.05,0,-0.05
273,2024-09-14,EXP_4838,Tamil Nadu,Medical Devices,,,64369045,930,ISO9001,1,0.93,0,21370,3834,0,0.79,33425.55,1724.0,-0.23,-0.43,1,0,0.94,0,0.94
274,2024-06-01,EXP_5247,Haryana,Chemicals,1.0,50.0,34291151,135,ISO14001,1,0.91,1,5253,1690,1,0.12,120862.0,2765.0,-0.63,0.48,1,0,0.84,0,0.84
275,2024-08-04,EXP_1735,Gujarat,Chemicals,0.0,,8765768,833,RoHS,1,0.04,1,9506,106,1,0.59,842895.0,708.0,0.32,-0.97,1,1,0.24,1,0.24
276,2024-03-22,EXP_9283,Punjab,Auto Parts,,,42653784,1061,ISO9001,0,0.06,0,9511,3818,1,0.6,656224.0,3621.0,0.37,0.44,1,1,0.12,0,0.12
277,2022-05-26,EXP_5289,Karnataka,Chemicals,,,52678276,363,RoHS,0,0.88,0,23644,2784,1,0.42,178474.0,4248.0,1.0,-0.94,1,0,0.17,0,0.17
